,loss
0,0.07426049367126278
1,0.03179038068768985
2,0.02908130049797741
3,0.009649284342188577
4,0.004049494720360026
5,0.003693255069672016
6,0.003448397125485142
7,0.0033441441108958163
8,0.003359873241077509
9,0.0032474584038403947
10,0.003156905549935781
11,0.00311408106057022
12,0.002979061077252809
13,0.002893137586549017
14,0.0027029604921335205
15,0.0025536425676237805
16,0.0025029182741533773
17,0.00235542789373183
18,0.0022283817777228243
19,0.0021490486056263336
20,0.0020599070151158423
21,0.0019388885579636882
22,0.0018240200705375354
23,0.0017310729616371585
24,0.001654768118921775
25,0.0015362549633712622
26,0.0014718135382802042
27,0.00142251945868073
28,0.0012853311330267066
29,0.00129400088052756
30,0.0012057624329579674
31,0.0011408543708206422
32,0.0011051272273004732
33,0.0010284076636481614
34,0.001002074145626128
35,0.0009809814020735115
36,0.0009304143559985744
37,0.0009528821091003654
38,0.0009204956951571636
39,0.0008839591527344887
40,0.0008806887882930756
41,0.0008138160936584366
42,0.0008252810306835566
43,0.000823590624485001
44,0.0008486288039531287
45,0.0007671879564746292
46,0.0007391530940977875
47,0.000740164490997922
48,0.0007128684866841642
49,0.0006972553862686022
50,0.0007001846967722344
51,0.0006871111297876186
52,0.0006895589202186388
53,0.000666852016178084
54,0.0006349121697280336
55,0.0006221546248649407
56,0.0006145976507521275
57,0.0006087806884953918
58,0.0005879812444188086
59,0.0005814637916746768
60,0.0005666026068938463
61,0.000568289687809633
62,0.0005674725482490123
63,0.0005251597236788113
64,0.000526475496484451
65,0.0005256840169744917
66,0.0005059761725887503
67,0.00050013051475584
68,0.0005064140901993063
69,0.0004810192147855925
70,0.0004586029886344942
71,0.00046772382789300406
72,0.00046905733521981614
73,0.00042785250076106873
74,0.00042057836287689526
75,0.0004263638215382267
76,0.00041587431192112396
77,0.00038646073664277226
78,0.00040356379785053587
79,0.0003952836652495802
80,0.000394016015127191
81,0.00036640104131857663
82,0.00034394615621320733
83,0.000347568814135432
84,0.00033717101144872124
85,0.0003318281586367145
86,0.0003258343061007575
87,0.0003168232689090867
88,0.00031097999150529146
89,0.0003003118344501911
90,0.00030351849887350334
91,0.00030200425497809634
92,0.00028493156457820107
93,0.00029093499439611565
94,0.0003073153427005854
95,0.0002852893087620933
96,0.00027328576107811764
97,0.00027072181826056415
98,0.00027616089386058436
99,0.00026990126978869883
100,0.0002580114014262905
101,0.00024851124760188147
102,0.0002527939800786026
103,0.0002733392163677502
104,0.0002528552742267573
105,0.00022759098077463204
106,0.00023436505536284896
107,0.0002298955210312263
108,0.00023077941388999877
109,0.0002240033088792551
110,0.00021564842711306565
111,0.00020891918839683097
112,0.00020911822142671957
113,0.00021472663488197416
114,0.00020901247706236074
115,0.00020286837119773733
116,0.0001884965136420799
117,0.00018877721784499947
118,0.00020505329282961382
119,0.00018861705946599607
120,0.00018184387058300187
121,0.0001874804507413856
122,0.00018139650051269366
123,0.00018103571918196053
124,0.00017720031125827767
125,0.00016836679237005987
126,0.0001605497829281716
127,0.0001682888904132943
128,0.00015948635396375313
129,0.00016785232324849434
130,0.0001616392222100528
131,0.0001602142745111089
132,0.00016074101577120278
133,0.00015003788406857223
134,0.00015251809280396772
135,0.0001443004916342644
136,0.00014652672527275308
137,0.00014874144482341156
138,0.0001466360530312246
139,0.00014195910143463244
140,0.00015054775345383565
141,0.00014457527218685016
142,0.00013538225993249523
143,0.00013594593870733127
144,0.0001292191834345606
145,0.00012872592142755562
146,0.0001262115633203725
147,0.00012851381305146558
148,0.0001254321897928917
149,0.00012533506241419186
150,0.00013040515699951001
151,0.00012143485624316895
152,0.00011960053824844605
153,0.00011743977352644687
154,0.00012071501185864202
155,0.00011856545813630195
156,0.00011128442359508875
157,0.00011622547331740734
158,0.00011589480764562446
159,0.0001164180205867016
160,0.00010691887681933563
161,0.00010706301973474518
162,0.0001142626070663105
163,0.00012892121174287862
164,0.00010095059752295836
165,0.00010864140764179869
166,0.00010845421873997996
167,0.00010919294782745763
168,0.00010251805694667946
169,9.966369747857408e-05
170,0.00010191334292684596
171,0.00010528063823605414
172,0.00010209836798689317
173,9.986656981211622e-05
174,9.5867151955746e-05
175,9.856303542739669e-05
176,9.844187790261482e-05
177,0.0001059606271766144
178,9.396735796873987e-05
179,0.00010087943919793417
180,0.00010083980166239272
181,9.338361765735205e-05
182,9.382526464155008e-05
183,9.088011375768366e-05
184,9.759736771069523e-05
185,8.839362732205538e-05
186,8.876886204234324e-05
187,8.744336894264654e-05
188,9.144603288694038e-05
189,8.56622370971819e-05
190,8.352709377919993e-05
191,9.159669177768434e-05
192,9.455596225278867e-05
193,8.6066936968779e-05
194,8.297733062358786e-05
195,8.344589717975373e-05
196,8.76198141874702e-05
197,8.294788077981256e-05
198,9.386943241148487e-05
199,8.20485733494616e-05
200,8.462646199597502e-05
201,8.002061740738825e-05
202,8.31339333962314e-05
203,8.066596776058711e-05
204,8.523298368093967e-05
205,8.779385743551905e-05
206,8.009479189707296e-05
207,9.574815970390748e-05
208,7.904807674306051e-05
209,7.797237590533083e-05
210,7.695956947105813e-05
211,7.965701226949849e-05
212,7.617423100943999e-05
213,7.593995750435927e-05
214,8.275996387189644e-05
215,7.91014603790225e-05
216,7.399221116356984e-05
217,7.603876511885002e-05
218,7.571667135581681e-05
219,7.469558920031522e-05
220,7.309545739417758e-05
221,7.445865185906344e-05
222,8.079531652242153e-05
223,6.956254906966473e-05
224,7.283245726750185e-05
225,7.329591172784144e-05
226,7.22240273350484e-05
227,7.090922548943884e-05
228,7.736545265656242e-05
229,7.344051473998199e-05
230,7.134509876607744e-05
231,7.228528581399688e-05
232,7.123852057897767e-05
233,7.252268590415127e-05
234,7.1704867597768e-05
235,6.964124471631012e-05
236,6.992846868266582e-05
237,7.217633487907157e-05
238,6.698939162209609e-05
239,7.003179918053083e-05
240,7.343264580183045e-05
241,6.517013175209006e-05
242,6.457191875034385e-05
243,6.690444225985672e-05
244,6.819890254963236e-05
245,6.306933767454984e-05
246,6.456739999034584e-05
247,6.654900525510183e-05
248,6.414775364545296e-05
249,7.192062984067438e-05
250,6.835457975441332e-05
251,6.687357165775277e-05
252,8.51137572523553e-05
253,6.466467073143196e-05
254,6.21059948414823e-05
255,6.103849245671361e-05
256,6.39958188049508e-05
257,6.433750446999517e-05
258,6.632151383324687e-05
259,6.253456076479963e-05
260,6.142251676398789e-05
261,6.49140887719834e-05
262,6.328900189742964e-05
263,5.9680199843003966e-05
264,5.94211245875452e-05
265,6.254903053276515e-05
266,6.22013177626774e-05
267,7.066848093581013e-05
268,5.9655278194452315e-05
269,5.996421752652881e-05
270,6.136470902553424e-05
271,5.6459041079105953e-05
272,5.841033524488377e-05
273,6.534782801125457e-05
274,6.174470111619627e-05
275,5.7188214096994916e-05
276,5.84905558301615e-05
277,5.777172656682419e-05
278,5.819125570574784e-05
279,5.505781442815203e-05
280,5.663382862158923e-05
281,5.6581576777347636e-05
282,5.617101126291374e-05
283,5.58280176919452e-05
284,5.943426497200052e-05
285,5.392762500221634e-05
286,5.2714312909754826e-05
287,5.5964778582892156e-05
288,5.648438342963185e-05
289,5.796603472795122e-05
290,5.9544930085509394e-05
291,5.4396790146010706e-05
292,5.492197459637594e-05
293,5.644149801469993e-05
294,4.948910668676388e-05
295,5.392238345039042e-05
296,5.140356745555205e-05
297,5.474100254496567e-05
298,5.3097887338664985e-05
299,5.126112399166745e-05
300,5.245103036183025e-05
301,5.342779677123295e-05
302,6.321181124808847e-05
303,5.180620998257843e-05
304,5.397940521778448e-05
305,4.9627191444203654e-05
306,5.127410006658475e-05
307,5.06989666626038e-05
308,5.362757985527208e-05
309,5.813497309107814e-05
310,5.1795868329747686e-05
311,5.060517327380245e-05
312,5.126136800646878e-05
313,5.078776883705762e-05
314,4.973693264120206e-05
