,loss
0,0.06879628869862471
1,0.03159936082689028
2,0.025337554723859613
3,0.005552035400918089
4,0.004034529561164086
5,0.003567730820259948
6,0.003388890036108918
7,0.0033122531780166017
8,0.0032415518670392825
9,0.0031065575748379696
10,0.0030296494728889434
11,0.0028993264984011526
12,0.002750091439822722
13,0.002562706298521493
14,0.002418654781229476
15,0.002361648868317197
16,0.002217656448854971
17,0.00209280701694905
18,0.0019865129633000866
19,0.0018344741262446838
20,0.0016641852995470433
21,0.001533287266836831
22,0.0014461393689383154
23,0.0013376864660057295
24,0.0012244507473441254
25,0.0011408364736863207
26,0.0011175398995390128
27,0.001137420154455921
28,0.001021421876427893
29,0.0009762536853800388
30,0.0009552356118478516
31,0.0009907478165743615
32,0.0008817779127972142
33,0.0008872609918276065
34,0.0008647362901758725
35,0.0008324646622203854
36,0.000853043670162041
37,0.0008433737076768982
38,0.0007676189139861988
39,0.0007498467558363332
40,0.0007315316252561576
41,0.0007280985923404543
42,0.0007405926387288199
43,0.0006789485883112469
44,0.0006439469285031327
45,0.0006338543494960916
46,0.0005996605124999673
47,0.0006000845151968772
48,0.0005550176013956689
49,0.0005683155400977
50,0.0005823814105886218
51,0.00047846465397009976
52,0.00047581527507678187
53,0.000455568653215594
54,0.0004470243628000382
55,0.0004279844649344237
56,0.00042177500689890305
57,0.0003932679717430904
58,0.00038014630445354765
59,0.0003800471883364524
60,0.000361679278860481
61,0.0003425104098322134
62,0.0003315069557931735
63,0.0003379470676099151
64,0.0003381529929833115
65,0.00033061580675297983
66,0.0003082222686790665
67,0.0002911976839084578
68,0.0002648345746568813
69,0.0002802505186391274
70,0.0002723491188076913
71,0.00026162393940221953
72,0.00026735612095981845
73,0.00023309840756116827
74,0.00023566139429587323
75,0.0002473281802765851
76,0.00022191359178163752
77,0.00022212497870699775
78,0.00022343679026913852
79,0.00022923625225650896
80,0.0001963100693660354
81,0.00019655281304656574
82,0.00020616015019356447
83,0.0001954356500342651
84,0.00018798544451445752
85,0.0001927715368463851
86,0.00018795516526155516
87,0.00017178205176265565
88,0.00016964305029058523
89,0.0001741484680038171
90,0.00018058348853176938
91,0.00015285838222575657
92,0.00015285907815558967
93,0.00015834487653260557
94,0.0001725424919974
95,0.00014792539944871939
96,0.00015595563422126933
97,0.0001460416057729002
98,0.00014334440512273286
99,0.00013670792671940848
100,0.00012693028894885273
101,0.0001340982345619176
102,0.00013049304689448187
103,0.0001289979253466109
104,0.00013533844825913528
105,0.00011679669399761775
106,0.00012826000345006784
107,0.00011895944405522613
108,0.00011881882975907917
109,0.00011738102622367019
110,0.00011826071280831064
111,0.00015367104639188724
112,0.0001254688094573754
113,0.00010823740795351747
114,0.0001056353067515637
115,0.00011887365601126725
116,0.00010872361543421804
117,0.0001061109702487635
118,0.00010986780551650678
119,9.629279139283224e-05
120,0.00014132440201750798
121,0.00011046179064643663
122,9.836562066255688e-05
123,9.313891708950623e-05
124,9.682892000937112e-05
125,9.666249978311546e-05
126,9.710816519763744e-05
127,9.406925761501178e-05
128,0.00010607524931016397
129,9.181267092319236e-05
130,9.278822826760266e-05
131,9.168999635624383e-05
132,9.682827320976625e-05
133,8.628186071011337e-05
134,9.310610142476892e-05
135,9.197654045091499e-05
136,9.151947615789717e-05
137,8.309285495586519e-05
138,8.606113814065064e-05
139,8.049127846354801e-05
140,9.340516990451001e-05
141,8.591148967725293e-05
142,8.171169668206423e-05
143,8.318504803431921e-05
144,8.201268488368945e-05
